SessionId,cache,isResponseOK,isRequestAsync,accountName,clientdate,MacId,Url,DataType,isResponse,isResponseRedirected,urlFull,statusCode,mode,method,urlPath,eventType,Ref,workspace,function,responseType
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802555796e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://ct.pinterest.com/v3/?tid=2612603019076&pd=%7B%22np%22%3A%22gtm%22%2C%22pin_unauth%22%3A%22dWlkPU4yTTJaakkxTURjdE5ESXlZUzAwTURKaUxXSmpNVGd0TVRWbFpEa3dZemc1TW1ZMA%22%7D&event=init&ad=%7B%22loc%22%3A%22https%3A%2F%2Fwww.cea.com.br%2Fofertas%2Fofertas-por-24-horas%22%2C%22ref%22%3A%22https%3A%2F%2Fwww.cea.com.br%2F%22%2C%22if%22%3Afalse%2C%22sh%22%3A1080%2C%22sw%22%3A1920%2C%22mh%22%3A%2297c41ef3%22%2C%22is_eu%22%3Afalse%2C%22epikDataSource%22%3Anull%2C%22derivedEpikDataSource%22%3Anull%2C%22unauthIdDataSource%22%3A%22fpc_ls%22%2C%22architecture%22%3A%22x86%22%2C%22bitness%22%3A%2264%22%2C%22brands%22%3A%5B%7B%22brand%22%3A%22Google%20Chrome%22%2C%22version%22%3A%22129%22%7D%2C%7B%22brand%22%3A%22Not%3DA%3FBrand%22%2C%22version%22%3A%228%22%7D%2C%7B%22brand%22%3A%22Chromium%22%2C%22version%22%3A%22129%22%7D%5D%2C%22mobile%22%3Afalse%2C%22model%22%3A%22%22%2C%22platform%22%3A%22Linux%22%2C%22platformVersion%22%3A%226.10.10%22%2C%22uaFullVersion%22%3A%22129.0.6668.58%22%2C%22ecm_enabled%22%3Atrue%7D&cb=1727802554990,,,GET,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,true,,cea,1.727802555834e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,false,https://us.creativecdn.com/tags/v2?type=json,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,cors
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,true,cea,1.727802555845e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://analytics.tiktok.com/api/v2/pixel/act,,,POST,,httpRequest,https://www.cea.com.br/,master%3A-,sendBeacon,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802556069e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,,https://ct.pinterest.com/user/?tid=2612603019076&pd=%7B%22np%22%3A%22gtm%22%2C%22pin_unauth%22%3A%22dWlkPU4yTTJaakkxTURjdE5ESXlZUzAwTURKaUxXSmpNVGd0TVRWbFpEa3dZemc1TW1ZMA%22%7D&cb=1727802554979&dep=2%2CPAGE_LOAD,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,XMLHttpRequest,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802556086e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,,https://ct.pinterest.com/user/?event=pagevisit&tid=2612603019076&cb=1727802554981&dep=5%2CEVENT_TAGS_ABSENT,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,XMLHttpRequest,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,true,,cea,1.727802556095e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,false,https://ct.pinterest.com/v3/?tid=2612603019076&pd=%7B%22np%22%3A%22gtm%22%2C%22pin_unauth%22%3A%22dWlkPU4yTTJaakkxTURjdE5ESXlZUzAwTURKaUxXSmpNVGd0TVRWbFpEa3dZemc1TW1ZMA%22%7D&event=init&ad=%7B%22loc%22%3A%22https%3A%2F%2Fwww.cea.com.br%2Fofertas%2Fofertas-por-24-horas%22%2C%22ref%22%3A%22https%3A%2F%2Fwww.cea.com.br%2F%22%2C%22if%22%3Afalse%2C%22sh%22%3A1080%2C%22sw%22%3A1920%2C%22mh%22%3A%2297c41ef3%22%2C%22is_eu%22%3Afalse%2C%22epikDataSource%22%3Anull%2C%22derivedEpikDataSource%22%3Anull%2C%22unauthIdDataSource%22%3A%22fpc_ls%22%2C%22architecture%22%3A%22x86%22%2C%22bitness%22%3A%2264%22%2C%22brands%22%3A%5B%7B%22brand%22%3A%22Google%20Chrome%22%2C%22version%22%3A%22129%22%7D%2C%7B%22brand%22%3A%22Not%3DA%3FBrand%22%2C%22version%22%3A%228%22%7D%2C%7B%22brand%22%3A%22Chromium%22%2C%22version%22%3A%22129%22%7D%5D%2C%22mobile%22%3Afalse%2C%22model%22%3A%22%22%2C%22platform%22%3A%22Linux%22%2C%22platformVersion%22%3A%226.10.10%22%2C%22uaFullVersion%22%3A%22129.0.6668.58%22%2C%22ecm_enabled%22%3Atrue%7D&cb=1727802554990,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,cors
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802556151e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://ct.pinterest.com/v3/?event=pagevisit&tid=2612603019076&cb=1727802555417&dep=5%2CEVENT_TAGS_ABSENT&pd=%7B%22np%22%3A%22gtm%22%2C%22pin_unauth%22%3A%22dWlkPU4yTTJaakkxTURjdE5ESXlZUzAwTURKaUxXSmpNVGd0TVRWbFpEa3dZemc1TW1ZMA%22%7D&ad=%7B%22loc%22%3A%22https%3A%2F%2Fwww.cea.com.br%2Fofertas%2Fofertas-por-24-horas%22%2C%22ref%22%3A%22https%3A%2F%2Fwww.cea.com.br%2F%22%2C%22if%22%3Afalse%2C%22sh%22%3A1080%2C%22sw%22%3A1920%2C%22mh%22%3A%2297c41ef3%22%2C%22is_eu%22%3Afalse%2C%22epikDataSource%22%3Anull%2C%22derivedEpikDataSource%22%3Anull%2C%22unauthIdDataSource%22%3A%22fpc_ls%22%2C%22architecture%22%3A%22x86%22%2C%22bitness%22%3A%2264%22%2C%22brands%22%3A%5B%7B%22brand%22%3A%22Google%20Chrome%22%2C%22version%22%3A%22129%22%7D%2C%7B%22brand%22%3A%22Not%3DA%3FBrand%22%2C%22version%22%3A%228%22%7D%2C%7B%22brand%22%3A%22Chromium%22%2C%22version%22%3A%22129%22%7D%5D%2C%22mobile%22%3Afalse%2C%22model%22%3A%22%22%2C%22platform%22%3A%22Linux%22%2C%22platformVersion%22%3A%226.10.10%22%2C%22uaFullVersion%22%3A%22129.0.6668.58%22%2C%22ecm_enabled%22%3Atrue%7D,,,GET,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,true,,cea,1.727802557261e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,false,https://ct.pinterest.com/v3/?event=pagevisit&tid=2612603019076&cb=1727802555417&dep=5%2CEVENT_TAGS_ABSENT&pd=%7B%22np%22%3A%22gtm%22%2C%22pin_unauth%22%3A%22dWlkPU4yTTJaakkxTURjdE5ESXlZUzAwTURKaUxXSmpNVGd0TVRWbFpEa3dZemc1TW1ZMA%22%7D&ad=%7B%22loc%22%3A%22https%3A%2F%2Fwww.cea.com.br%2Fofertas%2Fofertas-por-24-horas%22%2C%22ref%22%3A%22https%3A%2F%2Fwww.cea.com.br%2F%22%2C%22if%22%3Afalse%2C%22sh%22%3A1080%2C%22sw%22%3A1920%2C%22mh%22%3A%2297c41ef3%22%2C%22is_eu%22%3Afalse%2C%22epikDataSource%22%3Anull%2C%22derivedEpikDataSource%22%3Anull%2C%22unauthIdDataSource%22%3A%22fpc_ls%22%2C%22architecture%22%3A%22x86%22%2C%22bitness%22%3A%2264%22%2C%22brands%22%3A%5B%7B%22brand%22%3A%22Google%20Chrome%22%2C%22version%22%3A%22129%22%7D%2C%7B%22brand%22%3A%22Not%3DA%3FBrand%22%2C%22version%22%3A%228%22%7D%2C%7B%22brand%22%3A%22Chromium%22%2C%22version%22%3A%22129%22%7D%5D%2C%22mobile%22%3Afalse%2C%22model%22%3A%22%22%2C%22platform%22%3A%22Linux%22%2C%22platformVersion%22%3A%226.10.10%22%2C%22uaFullVersion%22%3A%22129.0.6668.58%22%2C%22ecm_enabled%22%3Atrue%7D,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,cors
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802560354e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,,,,POST,"/api/sessions?items=account.id,account.accountName,store.channel,store.countryCode,store.cultureInfo,store.currencyCode,store.currencySymbol,store.admin_cultureInfo,creditControl.creditAccounts,creditControl.deadlines,creditControl.minimumInstallmentValue,authentication.storeUserId,authentication.storeUserEmail,profile.firstName,profile.document,profile.email,profile.id,profile.isAuthenticated,profile.lastName,profile.phone,public.favoritePickup,public.utm_source,public.utm_medium,public.utm_campaign,public.utmi_cp,public.utmi_p,public.utmi_pc&__bindingId=8693a606-04bd-4b7c-a06b-433242bd9ced",httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,true,cea,1.727802560357e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://cdn.cookielaw.org/consent/4c6b986c-ec0c-42d5-94b9-473fab902916/4c6b986c-ec0c-42d5-94b9-473fab902916.json,,,GET,,httpRequest,https://www.cea.com.br/,master%3A-,XMLHttpRequest,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.72780256036e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,,https://cdn.cookielaw.org/consent/4c6b986c-ec0c-42d5-94b9-473fab902916/4c6b986c-ec0c-42d5-94b9-473fab902916.json,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,XMLHttpRequest,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802560372e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://cdn.cookielaw.org/consent/4c6b986c-ec0c-42d5-94b9-473fab902916/a50925a4-1b67-467d-b212-18e72c8376e0/pt-br.json,,,_OTHER,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,true,,cea,1.727802560376e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,false,https://cdn.cookielaw.org/consent/4c6b986c-ec0c-42d5-94b9-473fab902916/a50925a4-1b67-467d-b212-18e72c8376e0/pt-br.json,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,cors
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,true,,cea,1.727802560396e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,false,"https://www.cea.com.br/api/sessions?items=account.id,account.accountName,store.channel,store.countryCode,store.cultureInfo,store.currencyCode,store.currencySymbol,store.admin_cultureInfo,creditControl.creditAccounts,creditControl.deadlines,creditControl.minimumInstallmentValue,authentication.storeUserId,authentication.storeUserEmail,profile.firstName,profile.document,profile.email,profile.id,profile.isAuthenticated,profile.lastName,profile.phone,public.favoritePickup,public.utm_source,public.utm_medium,public.utm_campaign,public.utmi_cp,public.utmi_p,public.utmi_pc&__bindingId=8693a606-04bd-4b7c-a06b-433242bd9ced",200,,,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,basic
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.7278025604e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://cdn.cookielaw.org/scripttemplates/6.24.0/assets/otFlat.json,,,_OTHER,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802560404e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://cdn.cookielaw.org/scripttemplates/6.24.0/assets/v2/otPcTab.json,,,_OTHER,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802560408e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://cdn.cookielaw.org/scripttemplates/6.24.0/assets/otCommonStyles.css,,,_OTHER,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,true,,cea,1.727802560413e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,false,https://cdn.cookielaw.org/scripttemplates/6.24.0/assets/otFlat.json,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,cors
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,true,,cea,1.727802560415e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,false,https://cdn.cookielaw.org/scripttemplates/6.24.0/assets/v2/otPcTab.json,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,cors
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,true,,cea,1.727802560424e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,true,false,https://cdn.cookielaw.org/scripttemplates/6.24.0/assets/otCommonStyles.css,200,,,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,cors
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802560431e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://sp.vtex.com/event-api/v1/cea/event,,,POST,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802560434e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://www.cea.com.br/_v/public/graphql/v1?workspace=master&maxAge=short&appsEtag=remove&domain=store&locale=pt-BR&__bindingId=8693a606-04bd-4b7c-a06b-433242bd9ced&operationName=pwaData&variables=%7B%7D&extensions=%7B%22persistedQuery%22%3A%7B%22version%22%3A1%2C%22sha256Hash%22%3A%22df2449da21496185816d8d861cfc0e8d2bd26a46df495363d6ec2e0a62c9c609%22%2C%22sender%22%3A%22vtex.store-resources%400.x%22%2C%22provider%22%3A%22vtex.pwa-graphql%401.x%22%7D%7D,,,GET,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
6628a69a-e98b-4d97-b1ab-1853a88acd6e,,,,cea,1.727802560444e+12,66c87aa0-30c1-456c-8b12-97b5966963d6,https://www.cea.com.br/ofertas/ofertas-por-24-horas,Event,false,,https://www.cea.com.br/_v/public/graphql/v1?workspace=master&maxAge=short&appsEtag=remove&domain=store&locale=pt-BR&__bindingId=8693a606-04bd-4b7c-a06b-433242bd9ced&operationName=pwaData&variables=%7B%7D&extensions=%7B%22persistedQuery%22%3A%7B%22version%22%3A1%2C%22sha256Hash%22%3A%22c7305e4e6fcd60ff4839a930377ca19e14a1ef5a879125c77ea1f773ee54b1f0%22%2C%22sender%22%3A%22vtex.store-resources%400.x%22%2C%22provider%22%3A%22vtex.pwa-graphql%401.x%22%7D%7D,,,GET,,httpRequest,https://www.cea.com.br/,master%3A-,fetch,
